都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
222038,0000000021,静岡県,沼津市,島郷海水浴場,トウゴウカイスイヨクジョウ,静岡県沼津市下香貫島郷2802-1地先,,35.065845,138.876494,仮設監視所内,055-934-4746,,8000020222038,沼津市,月火水木金土日,08:30,17:00,夏期のみ,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,設置は期間限定
222038,0000000022,静岡県,沼津市,芹沢光治良記念館,セリザワコウジロウキネンカン,静岡県沼津市我入道蔓陀ヶ原517-1,,35.0862147,138.8612601,事務室,055-932-0255,,8000020222038,沼津市,火水木金土日,09:00,16:30,休館日：月曜日（祝日にあたる場合はその翌日）、祝日の翌日（土日祝を除く）、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000023,静岡県,沼津市,第三小学校,ダイサンショウガッコウ,静岡県沼津市下香貫下障子3157-2,,35.080068,138.868783,職員室東廊下の壁,055-931-0353,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000024,静岡県,沼津市,香貫小学校,カヌキショウガッコウ,静岡県沼津市下香貫猪沼986,,35.082061,138.884126,職員玄関,055-931-1234,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000025,静岡県,沼津市,第三中学校,ダイサンチュウガッコウ,静岡県沼津市下香貫木ノ宮888,,35.083751,138.880687,職員室前の廊下の柱,055-931-1553,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000026,静岡県,沼津市,第三中学校,ダイサンチュウガッコウ,静岡県沼津市下香貫木ノ宮888,,35.083567,138.88095,2階特別棟への通路,055-931-1553,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000027,静岡県,沼津市,第三中学校,ダイサンチュウガッコウ,静岡県沼津市下香貫木ノ宮888,,35.084046,138.88132,体育館アリーナ入口,055-931-1553,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000028,静岡県,沼津市,沼津市役所,ヌマヅシヤクショ,静岡県沼津市御幸町16-1,,35.095691,138.863381,1階正面玄関横,055-931-2500,,8000020222038,沼津市,月火水木金,08:30,17:15,祝日、休日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000029,静岡県,沼津市,沼津市役所,ヌマヅシヤクショ,静岡県沼津市御幸町16-1,,35.095607,138.863714,3階医務室内,055-931-2500,,8000020222038,沼津市,月火水木金,08:30,17:15,祝日、休日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000030,静岡県,沼津市,水道部庁舎,スイドウブチョウシャ,静岡県沼津市御幸町2-20,,35.096402,138.863022,1階自動ドア前,055-934-4851,,8000020222038,沼津市,月火水木金,08:30,17:15,祝日、休日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000031,静岡県,沼津市,市民文化センター,シミンブンカセンター,静岡県沼津市御幸町15-1,,35.095146,138.865731,正面入口左側,055-932-6111,,8000020222038,沼津市,月火水木金土日,09:00,21:30,休館日：偶数月と５月は第３月曜日、５月を除く奇数月は第２・第３月曜日（月曜日が祝日の場合は翌日）、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000032,静岡県,沼津市,勤労者体育センター,キンロウシャタイイクセンター,静岡県沼津市御幸町15-1,,35.095502,138.866916,事務室,055-933-0330,,8000020222038,沼津市,月火水木金土日,09:00,21:00,年末年始を除く、その他休所日あり,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000033,静岡県,沼津市,第四地区センター,ダイヨンチクセンター,静岡県沼津市吉田町20-1,,35.091134,138.862313,事務所入口左側,055-933-4411,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000034,静岡県,沼津市,南消防署,ミナミショウボウショ,静岡県沼津市吉田町20-1,,35.091187,138.862469,1階事務所西側受付,055-934-0119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000036,静岡県,沼津市,清掃プラント,セイソウプラント,静岡県沼津市上香貫字三ノ洞2417-1,,35.092139,138.884538,1階玄関ホール北側壁面,055-933-0711,,8000020222038,沼津市,月火水木金,08:30,17:15,祝日、休日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000037,静岡県,沼津市,斎場,サイジョウ,静岡県沼津市中瀬町14-1,,35.096919,138.87905,2階売店横,055-931-0444,,8000020222038,沼津市,月火水木金土日,09:00,17:15,休日：友引の日、１月１日、１月２日,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000038,静岡県,沼津市,第四小学校,ダイヨンショウガッコウ,静岡県沼津市御幸町4-1,,35.096906,138.864776,職員室前の廊下の柱,055-931-0354,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000039,静岡県,沼津市,第四中学校,ダイヨンチュウガッコウ,静岡県沼津市本郷町24-1,,35.092534,138.871782,職員室前の廊下の壁,055-931-1554,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000040,静岡県,沼津市,市民体育館,シミンタイイクカン,静岡県沼津市高島本町1-4,,35.108271,138.856586,事務室,055-922-7200,,8000020222038,沼津市,月火水木金土日,09:00,21:00,年末年始を除く、その他休館日あり,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000041,静岡県,沼津市,サンウェルぬまづ,サンウェルヌマヅ,静岡県沼津市日の出町1-15,,35.109974,138.866497,2階健康増進ルーム前,055-922-1500,,8000020222038,沼津市,月火水木金土日,09:00,21:30,休館日：毎月第３月曜日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000042,静岡県,沼津市,夜間救急医療センター,ヤカンキュウキュウイリョウセンター,静岡県沼津市日の出町1-15,,35.109864,138.866546,待合ロビー,055-926-8699,,8000020222038,沼津市,月火水木金土日,20:30,07:00,平日：20時30分-翌7時　土曜日・日曜日・祝日：18時-翌7時,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000043,静岡県,沼津市,消防指令センター,ショウボウシレイセンター,静岡県沼津市北高島町21-38,,35.1134789,138.858533,2階事務所北東角,055-927-0119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000044,静岡県,沼津市,市営野球場,シエイヤキュウジョウ,静岡県沼津市泉町2-1,,35.112067,138.863052,審判控室入口,055-922-7200,,8000020222038,沼津市,月火水木金土日,08:30,17:00,年末年始を除く、その他休所日あり,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000045,静岡県,沼津市,市立図書館,シリツトショカン,静岡県沼津市三枚橋町9-1,,35.100442,138.863335,1階カウンター後ろ,055-952-1234,,8000020222038,沼津市,火水木金土日,09:30,18:30,"開館時間：火曜日・水曜日・木曜日・金曜日：9時30分-18時30分　土曜日・日曜日・祝日：9時30分-17時
休館日：月曜日（祝日・振替休日を除く）、年末年始、４月１日、館内整理日、特別整理期間",,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000046,静岡県,沼津市,金岡保育所,カナオカホイクショ,静岡県沼津市沼北町1-5-15,,35.113537,138.854145,玄関右側壁,055-923-0383,,8000020222038,沼津市,月火水木金土,07:00,19:00,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000047,静岡県,沼津市,北部保育所,ホクブホイクショ,静岡県沼津市高沢町13-28,,35.10749,138.855669,玄関下駄箱上,055-921-7537,,8000020222038,沼津市,月火水木金土,07:00,19:00,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000048,静岡県,沼津市,開北小学校,カイホクショウガッコウ,静岡県沼津市高沢町17-1,,35.107446,138.854542,事務室前の廊下の柱,055-921-4041,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000049,静岡県,沼津市,開北小学校,カイホクショウガッコウ,静岡県沼津市高沢町17-1,,35.107841,138.854977,体育館アリーナ入口,055-921-4041,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000050,静岡県,沼津市,第五小学校,ダイゴショウガッコウ,静岡県沼津市米山町9-1,,35.107385,138.863798,職員玄関正面の壁,055-921-0355,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000051,静岡県,沼津市,第五小学校,ダイゴショウガッコウ,静岡県沼津市米山町9-1,,35.108047,138.863444,体育館内の壁,055-921-0355,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000052,静岡県,沼津市,第五中学校,ダイゴチュウガッコウ,静岡県沼津市五月町15-1,,35.11395,138.863959,事務室前の廊下の壁,055-921-1555,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000053,静岡県,沼津市,第五地区センター,ダイゴチクセンター,静岡県沼津市五月町15-1,,35.114345,138.864518,事務所,055-925-8686,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000054,静岡県,沼津市,市立沼津高等学校・中等部,シリツヌマヅコウトウガッコウ・チュウトウブ,静岡県沼津市三枚橋字鐘突免673,,35.112032,138.867383,体育館入口,055-921-0805,,8000020222038,沼津市,月火水木金,08:00,18:00,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000055,静岡県,沼津市,市立沼津高等学校・中等部,シリツヌマヅコウトウガッコウ・チュウトウブ,静岡県沼津市三枚橋字鐘突免673,,35.112151,138.866921,職員室前の廊下の壁,055-921-0805,,8000020222038,沼津市,月火水木金,08:00,18:00,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000056,静岡県,沼津市,市立沼津高等学校・中等部,シリツヌマヅコウトウガッコウ・チュウトウブ,静岡県沼津市三枚橋字鐘突免673,,35.11251,138.867243,保健室前校舎出入口の壁,055-921-0805,,8000020222038,沼津市,月火水木金土日,00:00,00:00,,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,屋外から利用可能
222038,0000000057,静岡県,沼津市,大岡地区センター,オオオカチクセンター,静岡県沼津市大岡2357-1,,35.113379,138.880474,1階ロビー（階段左側）,055-924-0299,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000058,静岡県,沼津市,大岡保育所,オオオカホイクショ,静岡県沼津市大岡1901-1,,35.113314,138.8670113,玄関左側,055-924-0170,,8000020222038,沼津市,月火水木金土,07:00,19:00,祝日、年末年始を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000059,静岡県,沼津市,大岡南小学校,オオオカミナミショウガッコウ,静岡県沼津市大岡字原田1312,,35.102742,138.876597,職員玄関正面,055-962-0355,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000060,静岡県,沼津市,大岡小学校,オオオカショウガッコウ,静岡県沼津市大岡2358,,35.112651,138.879279,職員室前の廊下の左壁,055-921-1885,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000061,静岡県,沼津市,大岡中学校,オオオカチュウガッコウ,静岡県沼津市大岡2110,,35.114713,138.874644,職員室前の廊下の壁,055-921-1557,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000062,静岡県,沼津市,金岡地区センター,カナオカチクセンター,静岡県沼津市江原町3-1,,35.119505,138.86127,事務所入口右側,055-924-5070,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000063,静岡県,沼津市,北消防署,キタショウボウショ,静岡県沼津市寿町2-10,,35.115902,138.860685,1階出動準備室西側,055-923-0119,,8000020222038,沼津市,月火水木金土日,00:00,00:00,,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000064,静岡県,沼津市,明治史料館,メイジシリョウカン,静岡県沼津市西熊堂372-1,,35.121787,138.858368,正面入口カウンター横,055-923-3335,,8000020222038,沼津市,火水木金土日,09:00,16:30,休館日：月曜日（祝日を除く）、毎月最終の平日、祝日の翌日（土日を除く）、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000065,静岡県,沼津市,愛鷹運動公園テニスコート,アシタカウンドウコウエンテニスコート,静岡県沼津市足高201-1,,35.154574,138.850095,管理棟,055-920-8688,,8000020222038,沼津市,月火水木金土日,08:00,21:30,休園日：１月１日,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000066,静岡県,沼津市,高尾園,タカオエン,静岡県沼津市足高156-1,,35.1409168,138.8502074,事務室入口の壁,055-921-5722,,8000020222038,沼津市,月火水木金土日,00:00,00:00,,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000067,静岡県,沼津市,金岡小学校,カナオカショウガッコウ,静岡県沼津市江原町3-1,,35.119329,138.860652,玄関入って左側の壁,055-921-1371,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000068,静岡県,沼津市,沢田小学校,サワダショウガッコウ,静岡県沼津市中沢田字円丸715,,35.128767,138.852677,玄関ガラスショーケース横の壁,055-924-0161,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000069,静岡県,沼津市,金岡中学校,カナオカチュウガッコウ,静岡県沼津市神田町4-1,,35.115845,138.866475,保健室前の廊下の壁,055-921-1558,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000070,静岡県,沼津市,金岡中学校,カナオカチュウガッコウ,静岡県沼津市神田町4-1,,35.11635,138.866131,体育館内入口の壁,055-921-1558,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000071,静岡県,沼津市,門池地区センター,カドイケチクセンター,静岡県沼津市岡一色788-7,,35.1305143,138.8779289,正面入口右側,055-929-0770,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000072,静岡県,沼津市,門池小学校,カドイケショウガッコウ,静岡県沼津市岡一色88-2,,35.125481,138.882095,職員室前の廊下の壁,055-922-1481,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000073,静岡県,沼津市,門池中学校,カドイケチュウガッコウ,静岡県沼津市岡一色657-1,,35.132224,138.877745,校長室前の廊下の壁,055-923-3900,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000074,静岡県,沼津市,門池中学校,カドイケチュウガッコウ,静岡県沼津市岡一色657-1,,35.132224,138.877745,体育館,055-923-3900,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000075,静岡県,沼津市,門池中学校,カドイケチュウガッコウ,静岡県沼津市岡一色657-1,,35.132224,138.877745,1号棟校舎と2号棟校舎の間の階段,055-923-3900,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000076,静岡県,沼津市,片浜地区センター,カタハマチクセンター,静岡県沼津市大諏訪46-1,,35.110838,138.827275,正面入口右側,055-964-0926,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000077,静岡県,沼津市,片浜小学校,カタハマショウガッコウ,静岡県沼津市大諏訪41,,35.111339,138.828964,職員室前の廊下の柱,055-962-0357,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000078,静岡県,沼津市,片浜中学校,カタハマチュウガッコウ,静岡県沼津市小諏訪180,,35.106165,138.839648,職員室前の廊下の壁,055-962-1556,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000079,静岡県,沼津市,看護専門学校,カンゴセンモンガッコウ,静岡県沼津市大諏訪46,,35.111571,138.826597,事務室内受付カウンター,055-951-3500,,8000020222038,沼津市,月火水木金,08:30,17:15,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000080,静岡県,沼津市,今沢地区センター,イマザワチクセンター,静岡県沼津市今沢527-21,,35.121409,138.815881,2階事務室横,055-969-0610,,8000020222038,沼津市,火水木金土日,09:00,21:00,休館日：月曜日、国民の祝日に関する法律に規定する休日の翌日、年末年始,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
222038,0000000081,静岡県,沼津市,今沢小学校,イマザワショウガッコウ,静岡県沼津市東原字榎田通76-1,,35.124941,138.818001,正面玄関左　校長室前廊下の窓側,055-966-5522,,8000020222038,沼津市,月火水木金,08:00,16:30,祝日、休日、年末年始、長期休業等による学校閉庁日を除く,,https://city.numazu.shizuoka.jp/kurashi/anshin/aed/setti.htm,
